CASENUM	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	EVENTNUM	VNUMBER1	AOI1	SOE	VNUMBER2	AOI2
201368807922	208.79	2	6	1	74	4	1	2	12	12	1	83
201368807922	208.79	2	6	1	74	4	2	1	61	12	3	62
201368807960	208.79	2	6	2	74	4	1	1	55	63	5555	55
201368807960	208.79	2	6	2	74	4	2	1	12	42	9999	77
201368807987	4.1758	2	1	9	74	4	1	1	55	64	5555	55
201368807987	4.1758	2	1	9	74	4	2	1	12	30	9999	77
201368807987	4.1758	2	1	9	74	4	3	1	12	39	9999	77
201368807987	4.1758	2	1	9	74	4	4	1	0	1	9999	77
201368808005	350.7672	2	4	9	74	4	1	2	12	12	1	6
201368808013	208.79	2	6	9	74	4	1	1	12	12	2	83
201368808021	4.1758	2	1	9	74	4	1	1	12	12	2	82
201368808021	4.1758	2	1	9	74	4	2	2	0	1	9999	77
201368808021	4.1758	2	1	9	74	4	3	2	55	71	9999	77
201368808021	4.1758	2	1	9	74	4	4	2	98	57	9999	77
201368808033	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368808033	4.1758	2	1	1	74	4	2	1	12	41	9999	77
201368808033	4.1758	2	1	1	74	4	3	1	55	69	5555	55
201368808033	4.1758	2	1	1	74	4	4	1	55	68	5555	55
201368808033	4.1758	2	1	1	74	4	5	1	55	64	5555	55
201368808033	4.1758	2	1	1	74	4	6	1	12	19	9999	77
201368808066	91.8676	2	5	1	74	4	1	1	12	12	2	63
201368808071	58.4612	2	2	1	74	4	1	1	55	64	5555	55
201368808071	58.4612	2	2	1	74	4	2	1	12	42	9999	77
201368808138	20.879	2	3	9	74	4	1	1	12	12	2	3
201368808162	91.8676	2	5	9	74	4	1	1	55	68	5555	55
201368808162	91.8676	2	5	9	74	4	2	1	55	64	5555	55
201368808162	91.8676	2	5	9	74	4	3	1	12	42	9999	77
201368808178	350.7672	2	4	9	74	4	1	2	12	12	1	6
201368808250	20.879	2	3	2	74	4	1	1	83	9	9999	77
201368808253	350.7672	2	4	2	74	4	1	1	12	12	2	62
201368808256	4.1758	2	1	2	74	4	1	1	12	12	2	62
201368808259	4.1758	2	1	2	74	4	1	1	12	12	2	12
201368808264	4.1758	2	1	2	74	4	1	1	55	64	5555	55
201368808264	4.1758	2	1	2	74	4	2	1	55	65	5555	55
201368808264	4.1758	2	1	2	74	4	3	2	82	12	1	62
201368808264	4.1758	2	1	2	74	4	4	1	0	2	9999	77
201368808264	4.1758	2	1	2	74	4	5	2	0	2	9999	77
201368808281	4.1758	2	1	2	74	4	1	2	12	12	1	3
201368808281	4.1758	2	1	2	74	4	2	3	12	12	1	83
201368808291	350.7672	2	4	1	74	4	1	1	12	12	2	6
201368808299	20.879	2	3	1	74	4	1	1	12	8	9999	77
201368808366	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368808366	4.1758	2	1	1	74	4	2	1	12	42	9999	77
201368808372	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368808372	4.1758	2	1	1	74	4	2	1	12	59	9999	77
201368808372	4.1758	2	1	1	74	4	3	1	55	69	5555	55
201368808372	4.1758	2	1	1	74	4	4	1	55	64	5555	55
201368808372	4.1758	2	1	1	74	4	5	1	55	69	5555	55
201368808372	4.1758	2	1	1	74	4	6	1	55	63	5555	55
201368808372	4.1758	2	1	1	74	4	7	1	14	43	9999	77
201368808372	4.1758	2	1	1	74	4	8	1	12	30	9999	77
201368808441	208.79	2	6	9	74	4	1	1	12	12	2	12
201368808487	350.7672	2	4	9	74	4	1	1	12	12	2	6
201368808532	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368808532	4.1758	2	1	1	74	4	2	1	12	30	9999	77
201368808532	4.1758	2	1	1	74	4	3	1	12	19	9999	77
201368808556	4.1758	2	1	9	74	4	1	1	12	12	2	81
201368808556	4.1758	2	1	9	74	4	2	2	0	1	9999	77
201368808569	20.879	2	3	9	74	4	1	1	0	1	9999	77
201368808582	4.1758	2	1	9	74	4	1	1	55	71	9999	77
201368808582	4.1758	2	1	9	74	4	2	1	55	67	5555	55
201368808582	4.1758	2	1	9	74	4	3	1	12	34	9999	77
201368808606	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368808606	4.1758	2	1	9	74	4	2	1	12	30	9999	77
201368808609	91.8676	2	5	9	74	4	1	1	12	12	2	81
201368808634	4.1758	2	1	9	74	4	1	1	12	12	2	12
201368808646	4.1758	2	1	1	74	4	1	2	12	12	1	81
201368808646	4.1758	2	1	1	74	4	2	1	61	12	3	62
201368808646	4.1758	2	1	1	74	4	3	2	63	12	4	62
201368808650	4.1758	2	1	1	74	4	1	1	55	65	5555	55
201368808650	4.1758	2	1	1	74	4	2	1	12	12	2	12
201368808668	91.8676	2	5	1	74	4	1	1	12	12	2	82
201368808669	4.1758	2	1	1	74	4	1	3	12	12	1	62
201368808669	4.1758	2	1	1	74	4	2	3	11	12	2	61
201368808680	350.7672	2	4	1	74	4	1	2	55	68	5555	55
201368808680	350.7672	2	4	1	74	4	2	2	63	12	1	83
201368808711	20.879	2	3	1	74	4	1	1	55	64	5555	55
201368808711	20.879	2	3	1	74	4	2	1	99	14	2	12
201368808774	350.7672	2	4	1	74	4	1	2	61	14	1	9
201368808803	20.879	2	3	1	74	4	1	1	82	9	9999	77
201368808818	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368808818	4.1758	2	1	1	74	4	2	1	12	14	2	9
201368808818	4.1758	2	1	1	74	4	3	1	12	14	3	9
201368808818	4.1758	2	1	1	74	4	4	1	12	14	4	6
201368808818	4.1758	2	1	1	74	4	5	1	0	1	9999	77
201368808822	208.79	2	6	1	74	4	1	2	12	12	1	62
201368808859	20.879	2	3	9	74	4	1	1	9	8	9999	77
201368808875	350.7672	2	4	9	74	4	1	1	9	12	2	82
201368808931	4.1758	2	1	9	74	4	1	1	12	12	2	62
201368808931	4.1758	2	1	9	74	4	2	1	55	64	5555	55
201368808931	4.1758	2	1	9	74	4	3	1	12	24	9999	77
201368808931	4.1758	2	1	9	74	4	4	1	12	21	9999	77
201368808981	208.79	2	6	9	74	4	1	1	55	63	5555	55
201368808981	208.79	2	6	9	74	4	2	1	12	14	2	6
201368809017	20.879	2	3	9	74	4	1	2	82	12	1	9
201368809025	350.7672	2	4	9	74	4	1	2	12	12	1	6
201368809048	4.1758	2	1	1	74	4	1	1	99	12	2	63
201368809048	4.1758	2	1	1	74	4	2	3	12	12	2	62
201368809111	4.1758	2	1	2	74	4	1	1	12	12	2	3
201368809111	4.1758	2	1	2	74	4	2	2	0	1	9999	77
201368809123	58.4612	2	2	2	74	4	1	2	12	12	1	6
201368809182	208.79	2	6	9	74	4	1	1	12	12	2	63
201368809190	20.879	2	3	9	74	4	1	2	12	12	1	9
201368809214	350.7672	2	4	9	74	4	1	1	12	12	2	6
201368809215	20.879	2	3	9	74	4	1	1	12	9	9999	77
201368809236	91.8676	2	5	9	74	4	1	2	12	12	1	82
201368809236	91.8676	2	5	9	74	4	2	2	55	63	5555	55
201368809236	91.8676	2	5	9	74	4	3	2	98	59	9999	77
201368809268	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368809268	4.1758	2	1	9	74	4	2	1	55	69	5555	55
201368809268	4.1758	2	1	9	74	4	3	1	55	68	5555	55
201368809268	4.1758	2	1	9	74	4	4	1	55	64	5555	55
201368809268	4.1758	2	1	9	74	4	5	1	12	42	9999	77
201368809271	20.879	2	3	9	74	4	1	1	55	63	5555	55
201368809271	20.879	2	3	9	74	4	2	1	0	1	9999	77
201368809332	20.879	2	3	9	74	4	1	1	55	63	5555	55
201368809332	20.879	2	3	9	74	4	2	1	81	25	9999	77
201368809348	91.8676	2	5	1	74	4	1	2	55	68	5555	55
201368809348	91.8676	2	5	1	74	4	2	2	62	12	1	62
201368809396	350.7672	2	4	1	74	4	1	2	12	12	1	3
201368809403	208.79	2	6	1	74	4	1	1	55	64	5555	55
201368809403	208.79	2	6	1	74	4	2	1	82	30	9999	77
201368809442	4.1758	2	1	9	74	4	1	1	55	64	5555	55
201368809442	4.1758	2	1	9	74	4	2	1	12	42	9999	77
201368809449	208.79	2	6	9	74	4	1	2	12	12	1	63
201368809458	350.7672	2	4	9	74	4	1	2	55	68	5555	55
201368809458	350.7672	2	4	9	74	4	2	2	12	12	1	12
201368809511	4.1758	2	1	1	74	4	1	1	55	68	5555	55
201368809511	4.1758	2	1	1	74	4	2	1	55	64	5555	55
201368809511	4.1758	2	1	1	74	4	3	1	12	42	9999	77
201368809511	4.1758	2	1	1	74	4	4	1	98	30	9999	77
201368809511	4.1758	2	1	1	74	4	5	1	0	1	9999	77
201368809517	20.879	2	3	1	74	4	1	1	5	12	2	12
201368809577	20.879	2	3	1	74	4	1	2	12	12	1	9
201368809577	20.879	2	3	1	74	4	2	2	55	64	5555	55
201368809577	20.879	2	3	1	74	4	3	2	12	30	9999	77
201368809578	350.7672	2	4	1	74	4	1	2	11	12	1	5
201368809690	208.79	2	6	1	74	4	1	1	12	12	2	63
201368809693	20.879	2	3	9	74	4	1	3	12	12	2	6
201368809693	20.879	2	3	9	74	4	2	2	12	12	1	6
201368809701	4.1758	2	1	9	74	4	1	1	12	12	2	61
201368809701	4.1758	2	1	9	74	4	2	2	0	1	9999	77
201368809711	20.879	2	3	9	74	4	1	2	12	12	1	6
201368809712	350.7672	2	4	9	74	4	1	1	62	12	2	82
201368809734	208.79	2	6	9	74	4	1	1	12	12	2	82
201368809756	350.7672	2	4	1	74	4	1	2	12	12	1	6
201368809777	20.879	2	3	1	74	4	1	1	12	12	2	82
201368809789	4.1758	2	1	9	74	4	1	1	55	68	5555	55
201368809789	4.1758	2	1	9	74	4	2	1	55	64	5555	55
201368809789	4.1758	2	1	9	74	4	3	1	1	40	9999	77
201368809789	4.1758	2	1	9	74	4	4	1	81	19	9999	77
201368809789	4.1758	2	1	9	74	4	5	1	19	54	2	12
201368809796	4.1758	2	1	9	74	4	1	1	12	12	2	3
201368809796	4.1758	2	1	9	74	4	2	2	55	64	5555	55
201368809796	4.1758	2	1	9	74	4	3	2	63	30	9999	77
201368809829	4.1758	2	1	1	74	4	1	2	12	12	1	9
201368809829	4.1758	2	1	1	74	4	2	1	55	63	5555	55
201368809829	4.1758	2	1	1	74	4	3	1	14	33	9999	77
201368809829	4.1758	2	1	1	74	4	4	1	12	38	9999	77
201368809830	20.879	2	3	1	74	4	1	1	55	64	5555	55
201368809830	20.879	2	3	1	74	4	2	1	12	30	9999	77
201368809894	4.1758	2	1	9	74	4	1	2	12	12	1	9
201368809895	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368809895	4.1758	2	1	9	74	4	2	1	12	42	9999	77
201368809895	4.1758	2	1	9	74	4	3	1	82	42	9999	77
201368809902	4.1758	2	1	9	74	4	1	2	12	12	1	6
201368809909	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368809909	4.1758	2	1	9	74	4	2	1	55	69	5555	55
201368809909	4.1758	2	1	9	74	4	3	1	55	68	5555	55
201368809909	4.1758	2	1	9	74	4	4	1	12	12	2	12
201368809918	350.7672	2	4	9	74	4	1	1	55	63	5555	55
201368809918	350.7672	2	4	9	74	4	2	1	12	14	2	6
201368810013	350.7672	2	4	9	74	4	1	2	55	63	5555	55
201368810013	350.7672	2	4	9	74	4	2	2	82	14	1	6
201368810023	20.879	2	3	9	74	4	1	1	12	8	9999	77
201368810116	350.7672	2	4	1	74	4	1	2	12	12	1	81
201368810121	20.879	2	3	1	74	4	1	1	12	8	9999	77
201368810168	4.1758	2	1	1	74	4	1	2	12	12	1	82
201368810168	4.1758	2	1	1	74	4	2	1	55	64	5555	55
201368810168	4.1758	2	1	1	74	4	3	1	12	30	9999	77
201368810168	4.1758	2	1	1	74	4	4	2	12	12	3	12
201368810187	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368810187	4.1758	2	1	1	74	4	2	1	12	42	9999	77
201368810192	20.879	2	3	1	74	4	1	3	12	12	2	6
201368810192	20.879	2	3	1	74	4	2	2	12	12	1	6
201368810218	208.79	2	6	1	74	4	1	1	55	64	5555	55
201368810218	208.79	2	6	1	74	4	2	1	12	33	9999	77
201368810218	208.79	2	6	1	74	4	3	1	12	40	9999	77
201368810224	350.7672	2	4	1	74	4	1	1	9	12	2	82
201368810230	4.1758	2	1	1	74	4	1	1	12	12	2	82
201368810266	4.1758	2	1	9	74	4	1	2	12	12	1	6
201368810266	4.1758	2	1	9	74	4	2	1	0	1	9999	77
201368810266	4.1758	2	1	9	74	4	3	1	55	64	5555	55
201368810266	4.1758	2	1	9	74	4	4	2	55	63	5555	55
201368810266	4.1758	2	1	9	74	4	5	2	98	38	9999	77
201368810266	4.1758	2	1	9	74	4	6	2	98	38	9999	77
201368810266	4.1758	2	1	9	74	4	7	2	98	39	9999	77
201368810266	4.1758	2	1	9	74	4	8	2	98	43	9999	77
201368810266	4.1758	2	1	9	74	4	9	2	98	38	9999	77
201368810266	4.1758	2	1	9	74	4	10	2	98	33	9999	77
201368810266	4.1758	2	1	9	74	4	11	2	98	19	9999	77
201368810266	4.1758	2	1	9	74	4	12	2	98	41	9999	77
201368810470	208.79	2	6	9	74	4	1	2	12	12	1	1
201368810488	350.7672	2	4	9	74	4	1	2	5	12	1	1
201368810501	20.879	2	3	1	74	4	1	2	12	12	1	1
201368810522	208.79	2	6	1	74	4	1	1	12	12	2	1
201368810523	350.7672	2	4	1	74	4	1	2	12	12	1	6
201368810571	20.879	2	3	1	74	4	1	1	12	12	2	6
201368810595	4.1758	2	1	1	74	4	1	2	12	12	1	3
201368810599	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368810599	4.1758	2	1	9	74	4	2	1	55	69	5555	55
201368810599	4.1758	2	1	9	74	4	3	1	55	64	5555	55
201368810599	4.1758	2	1	9	74	4	4	1	98	31	9999	77
201368810599	4.1758	2	1	9	74	4	5	1	98	31	9999	77
201368810599	4.1758	2	1	9	74	4	6	1	0	1	9999	77
201368810602	4.1758	2	1	9	74	4	1	1	12	12	2	12
201368810603	4.1758	2	1	9	74	4	1	1	55	71	9999	77
201368810603	4.1758	2	1	9	74	4	2	1	12	19	9999	77
201368810694	208.79	2	6	9	74	4	1	2	12	12	1	6
201368810694	208.79	2	6	9	74	4	2	3	12	12	2	6
201368810694	208.79	2	6	9	74	4	3	5	12	12	4	6
201368810694	208.79	2	6	9	74	4	4	4	12	12	3	6
201368810709	350.7672	2	4	9	74	4	1	2	0	1	9999	77
201368810709	350.7672	2	4	9	74	4	2	2	98	12	1	61
201368810733	91.8676	2	5	9	74	4	1	1	82	43	9999	77
201368810733	91.8676	2	5	9	74	4	2	1	55	63	5555	55
201368810733	91.8676	2	5	9	74	4	3	1	12	30	9999	77
201368810734	20.879	2	3	9	74	4	1	2	12	12	1	63
201368810744	20.879	2	3	1	74	4	1	1	82	9	9999	77
201368810790	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368810790	4.1758	2	1	1	74	4	2	1	12	42	9999	77
201368810790	4.1758	2	1	1	74	4	3	1	0	1	9999	77
201368810805	208.79	2	6	1	74	4	1	1	12	12	2	1
201368810844	20.879	2	3	1	74	4	1	1	0	1	9999	77
201368810844	20.879	2	3	1	74	4	2	1	98	8	9999	77
201368810845	350.7672	2	4	1	74	4	1	2	98	12	1	12
201368810938	20.879	2	3	9	74	4	1	1	3	12	2	7
201368810971	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368810971	4.1758	2	1	9	74	4	2	1	12	50	9999	77
201368810976	20.879	2	3	9	74	4	1	1	12	8	9999	77
201368811012	350.7672	2	4	9	74	4	1	1	12	12	2	6
201368811017	4.1758	2	1	9	74	4	1	1	12	12	2	62
201368811017	4.1758	2	1	9	74	4	2	1	55	64	5555	55
201368811017	4.1758	2	1	9	74	4	3	2	55	63	5555	55
201368811017	4.1758	2	1	9	74	4	4	1	12	30	9999	77
201368811022	208.79	2	6	9	74	4	1	1	12	12	2	6
201368811028	58.4612	2	2	9	74	4	1	1	55	64	5555	55
201368811028	58.4612	2	2	9	74	4	2	1	63	25	9999	77
201368811028	58.4612	2	2	9	74	4	3	1	55	69	5555	55
201368811028	58.4612	2	2	9	74	4	4	2	12	12	1	3
201368811055	4.1758	2	1	1	74	4	1	2	12	12	1	81
201368811055	4.1758	2	1	1	74	4	2	1	12	12	3	12
201368811101	4.1758	2	1	9	74	4	1	2	12	12	1	3
201368811133	350.7672	2	4	9	74	4	1	2	12	12	1	62
201368811141	20.879	2	3	9	74	4	1	1	12	9	9999	77
201368811183	4.1758	2	1	1	74	4	1	1	12	12	2	10
201368811244	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368811244	4.1758	2	1	1	74	4	2	1	12	20	9999	77
201368811244	4.1758	2	1	1	74	4	3	1	0	1	9999	77
201368811280	4.1758	2	1	9	74	4	1	1	12	12	2	12
201368811280	4.1758	2	1	9	74	4	2	2	55	63	5555	55
201368811280	4.1758	2	1	9	74	4	3	2	98	43	9999	77
201368811280	4.1758	2	1	9	74	4	4	2	98	43	9999	77
201368811280	4.1758	2	1	9	74	4	5	2	98	38	9999	77
201368811280	4.1758	2	1	9	74	4	6	2	98	43	9999	77
201368811296	208.79	2	6	9	74	4	1	2	12	12	1	8
201368811301	4.1758	2	1	9	74	4	1	1	12	12	2	9
201368811331	350.7672	2	4	1	74	4	1	2	12	12	1	63
201368811347	208.79	2	6	1	74	4	1	2	12	12	1	3
201368811382	58.4612	2	2	3	74	4	1	2	12	12	1	6
201368811383	4.1758	2	1	3	74	4	1	1	11	12	2	12
201368811413	350.7672	2	4	9	74	4	1	1	12	12	2	6
201368811505	91.8676	2	5	1	74	4	1	1	55	63	5555	55
201368811505	91.8676	2	5	1	74	4	2	1	12	30	9999	77
201368811527	4.1758	2	1	1	74	4	1	2	55	68	5555	55
201368811527	4.1758	2	1	1	74	4	2	2	61	12	1	61
201368811529	350.7672	2	4	1	74	4	1	2	12	12	1	6
201368811557	208.79	2	6	1	74	4	1	1	0	1	9999	77
201368811559	20.879	2	3	1	74	4	1	1	99	8	9999	77
201368811583	4.1758	2	1	1	74	4	1	1	12	12	2	6
201368811583	4.1758	2	1	1	74	4	2	2	61	12	3	82
201368811583	4.1758	2	1	1	74	4	3	4	82	12	3	61
201368811583	4.1758	2	1	1	74	4	4	3	55	64	5555	55
201368811583	4.1758	2	1	1	74	4	5	3	12	25	9999	77
201368811678	4.1758	2	1	1	74	4	1	1	55	63	5555	55
201368811678	4.1758	2	1	1	74	4	2	1	12	46	9999	77
201368811693	350.7672	2	4	1	74	4	1	1	55	63	5555	55
201368811693	350.7672	2	4	1	74	4	2	1	12	38	9999	77
201368811693	350.7672	2	4	1	74	4	3	1	12	19	9999	77
201368811726	91.8676	2	5	9	74	4	1	1	55	63	5555	55
201368811726	91.8676	2	5	9	74	4	2	1	14	33	9999	77
201368811726	91.8676	2	5	9	74	4	3	1	55	69	5555	55
201368811726	91.8676	2	5	9	74	4	4	1	0	1	9999	77
201368811761	20.879	2	3	9	74	4	1	1	55	63	5555	55
201368811761	20.879	2	3	9	74	4	2	1	12	14	2	9
201368811776	350.7672	2	4	9	74	4	1	2	12	12	1	62
201368811782	208.79	2	6	9	74	4	1	2	12	12	1	61
201368811812	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368811812	4.1758	2	1	9	74	4	2	1	12	59	9999	77
201368811812	4.1758	2	1	9	74	4	3	1	55	69	5555	55
201368811812	4.1758	2	1	9	74	4	4	1	55	64	5555	55
201368811812	4.1758	2	1	9	74	4	5	1	98	30	9999	77
201368811812	4.1758	2	1	9	74	4	6	1	98	42	9999	77
201368811812	4.1758	2	1	9	74	4	7	1	0	1	9999	77
201368811872	91.8676	2	5	1	74	4	1	3	12	12	1	6
201368811872	91.8676	2	5	1	74	4	2	3	12	12	2	6
201368811872	91.8676	2	5	1	74	4	3	2	0	1	9999	77
201368811872	91.8676	2	5	1	74	4	4	2	55	64	5555	55
201368811872	91.8676	2	5	1	74	4	5	3	55	63	5555	55
201368811872	91.8676	2	5	1	74	4	6	3	98	42	9999	77
201368811953	4.1758	2	1	1	74	4	1	1	12	12	2	1
201368811956	4.1758	2	1	1	74	4	1	2	12	12	1	82
201368811956	4.1758	2	1	1	74	4	2	1	98	12	3	12
201368811956	4.1758	2	1	1	74	4	3	2	98	12	3	12
201368811956	4.1758	2	1	1	74	4	4	1	55	64	5555	55
201368811956	4.1758	2	1	1	74	4	5	1	12	30	9999	77
201368812032	91.8676	2	5	9	74	4	1	1	12	12	2	1
201368812037	208.79	2	6	9	74	4	1	4	12	12	3	6
201368812037	208.79	2	6	9	74	4	2	3	12	12	2	6
201368812037	208.79	2	6	9	74	4	3	2	12	12	1	6
201368812101	350.7672	2	4	9	74	4	1	1	62	12	2	82
201368812120	4.1758	2	1	9	74	4	1	1	12	12	2	12
201368812164	4.1758	2	1	9	74	4	1	1	55	64	5555	55
201368812164	4.1758	2	1	9	74	4	2	1	0	1	9999	77
201368812183	208.79	2	6	1	74	4	1	2	12	12	1	62
201368812183	208.79	2	6	1	74	4	2	1	55	63	5555	55
201368812183	208.79	2	6	1	74	4	3	1	6	40	9999	77
201368812190	20.879	2	3	1	74	4	1	1	12	8	9999	77
201368812231	350.7672	2	4	1	74	4	1	1	83	8	9999	77
201368812240	4.1758	2	1	1	74	4	1	1	12	12	2	6
201368812310	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368812310	4.1758	2	1	1	74	4	2	1	55	69	5555	55
201368812310	4.1758	2	1	1	74	4	3	1	55	63	5555	55
201368812310	4.1758	2	1	1	74	4	4	1	12	20	9999	77
201368812329	208.79	2	6	1	74	4	1	2	12	12	1	11
201368812347	91.8676	2	5	1	74	4	1	1	9	12	2	12
201368812347	91.8676	2	5	1	74	4	2	1	55	63	5555	55
201368812347	91.8676	2	5	1	74	4	3	1	98	42	9999	77
201368812393	208.79	2	6	9	74	4	1	3	12	12	2	6
201368812393	208.79	2	6	9	74	4	2	2	12	12	1	6
201368812446	4.1758	2	1	9	74	4	1	1	12	12	2	6
201368812446	4.1758	2	1	9	74	4	2	2	12	12	3	6
201368812448	350.7672	2	4	9	74	4	1	2	12	12	1	6
201368812471	4.1758	2	1	9	74	4	1	1	55	71	9999	77
201368812471	4.1758	2	1	9	74	4	2	1	12	43	9999	77
201368812471	4.1758	2	1	9	74	4	3	1	12	30	9999	77
201368812471	4.1758	2	1	9	74	4	4	1	0	1	9999	77
201368812503	91.8676	2	5	9	74	4	1	2	12	12	1	82
201368812545	20.879	2	3	9	74	4	1	1	12	12	2	81
201368812566	350.7672	2	4	1	74	4	1	2	6	12	1	61
201368812578	20.879	2	3	1	74	4	1	1	55	71	9999	77
201368812578	20.879	2	3	1	74	4	2	1	12	25	9999	77
201368812627	208.79	2	6	1	74	4	1	1	55	64	5555	55
201368812627	208.79	2	6	1	74	4	2	1	55	65	5555	55
201368812627	208.79	2	6	1	74	4	3	1	12	12	2	8
201368812627	208.79	2	6	1	74	4	4	1	12	42	9999	77
201368812653	350.7672	2	4	1	74	4	1	1	11	12	2	1
201368812711	4.1758	2	1	1	74	4	1	1	12	12	2	6
201368812711	4.1758	2	1	1	74	4	2	2	55	63	5555	55
201368812711	4.1758	2	1	1	74	4	3	1	55	63	5555	55
201368812711	4.1758	2	1	1	74	4	4	2	5	39	9999	77
201368812711	4.1758	2	1	1	74	4	5	1	9	39	9999	77
201368812712	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368812712	4.1758	2	1	1	74	4	2	1	55	69	5555	55
201368812712	4.1758	2	1	1	74	4	3	1	55	63	5555	55
201368812712	4.1758	2	1	1	74	4	4	1	9	30	9999	77
201368812722	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368812722	4.1758	2	1	9	74	4	2	1	12	42	9999	77
201368812734	4.1758	2	1	9	74	4	1	1	55	63	5555	55
201368812734	4.1758	2	1	9	74	4	2	1	12	30	9999	77
201368812734	4.1758	2	1	9	74	4	3	1	12	42	9999	77
201368812802	4.1758	2	1	9	74	4	1	1	12	12	2	6
201368812826	4.1758	2	1	9	74	4	1	1	55	64	5555	55
201368812826	4.1758	2	1	9	74	4	2	1	3	35	9999	77
201368812826	4.1758	2	1	9	74	4	3	1	0	1	9999	77
201368812826	4.1758	2	1	9	74	4	4	1	98	42	9999	77
201368812836	4.1758	2	1	9	74	4	1	2	12	12	1	61
201368812836	4.1758	2	1	9	74	4	2	2	55	64	5555	55
201368812836	4.1758	2	1	9	74	4	3	2	98	33	9999	77
201368812838	208.79	2	6	9	74	4	1	2	12	12	1	6
201368812838	208.79	2	6	9	74	4	2	1	12	12	3	6
201368812844	91.8676	2	5	9	74	4	1	2	12	12	3	83
201368812844	91.8676	2	5	9	74	4	2	1	12	12	3	83
201368812936	350.7672	2	4	9	74	4	1	2	12	12	1	81
201368812984	4.1758	2	1	1	74	4	1	1	12	12	2	81
201368813004	208.79	2	6	1	74	4	1	2	12	12	1	6
201368813007	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368813007	4.1758	2	1	1	74	4	2	1	12	59	9999	77
201368813007	4.1758	2	1	1	74	4	3	1	12	59	9999	77
201368813007	4.1758	2	1	1	74	4	4	1	55	69	5555	55
201368813007	4.1758	2	1	1	74	4	5	1	55	63	5555	55
201368813007	4.1758	2	1	1	74	4	6	1	12	59	9999	77
201368813007	4.1758	2	1	1	74	4	7	1	12	43	9999	77
201368813045	350.7672	2	4	1	74	4	1	2	12	12	1	83
201368813110	20.879	2	3	9	74	4	1	3	12	12	2	6
201368813110	20.879	2	3	9	74	4	2	2	12	12	1	6
201368813125	4.1758	2	1	1	74	4	1	1	55	65	5555	55
201368813125	4.1758	2	1	1	74	4	2	1	55	64	5555	55
201368813125	4.1758	2	1	1	74	4	3	1	12	38	9999	77
201368813125	4.1758	2	1	1	74	4	4	1	12	42	9999	77
201368813165	4.1758	2	1	1	74	4	1	1	55	64	5555	55
201368813165	4.1758	2	1	1	74	4	2	1	9	30	9999	77
201369502620	209.9552	4	6	3	75	11	1	1	55	63	5555	55
201369502620	209.9552	4	6	3	75	11	2	1	98	33	9999	77
201369502620	209.9552	4	6	3	75	11	3	1	98	59	9999	77
201369502625	56.5264	4	2	3	75	11	1	1	12	12	2	1
201369502630	347.2336	4	4	3	75	11	1	1	55	63	5555	55
201369502630	347.2336	4	4	3	75	11	2	1	1	18	9999	77
201369502657	88.8272	4	5	4	75	11	1	1	12	12	2	6
201369502668	347.2336	4	4	4	75	11	1	1	55	63	5555	55
201369502668	347.2336	4	4	4	75	11	2	1	12	14	2	6
201369502706	16.1504	4	3	3	75	11	1	1	11	8	9999	77
201369502764	88.8272	4	5	3	75	11	1	1	12	12	2	6
201369502793	16.1504	4	3	4	75	11	1	1	12	12	2	62
201369502837	16.1504	4	3	4	75	11	1	1	12	9	9999	77
201369502837	16.1504	4	3	4	75	11	2	2	62	18	9999	77
201369502844	347.2336	4	4	4	75	11	1	1	12	12	2	6
201369502845	16.1504	4	3	4	75	11	1	1	55	61	5555	55
201369502845	16.1504	4	3	4	75	11	2	1	0	1	9999	77
201369502902	347.2336	4	4	3	75	11	1	2	12	12	1	83
201369503010	209.9552	4	6	3	75	11	1	1	12	12	2	11
201369503017	88.8272	4	5	3	75	11	1	1	98	25	9999	77
201369503035	347.2336	4	4	3	75	11	1	1	12	12	2	12
201369503046	88.8272	4	5	4	75	11	1	1	12	12	2	6
201369503046	88.8272	4	5	4	75	11	2	2	12	12	3	6
201369503059	347.2336	4	4	4	75	11	1	1	12	12	2	6
201369503096	8.0752	4	1	1	75	11	1	1	12	12	2	12
201369503096	8.0752	4	1	1	75	11	2	1	98	38	9999	77
201369503120	209.9552	4	6	1	75	11	1	1	55	63	5555	55
