MTM_CRSH	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
3	4	3	201028900803	19.688	1	2	80
0	4	3	201028901053	19.688	1	3	80
9	4	3	201028901177	19.688	1	3	80
0	4	4	201028901190	300.732	1	5	80
2	4	3	201028901193	12.53	1	5	80
12	4	3	201028901193	12.53	1	5	80
12	4	3	201028901214	27.765	1	11	80
0	4	3	201028901331	19.688	1	2	80
19	4	3	201028901360	19.688	1	3	80
15	4	3	201028901484	12.53	1	5	80
10	4	3	201028901581	19.688	1	1	80
6	4	3	201028901602	19.688	1	3	80
1	4	3	201028901707	19.688	1	2	80
12	4	3	201028901707	19.688	1	2	80
0	4	3	201028901801	12.53	1	5	80
0	4	3	201028901801	12.53	2	5	80
0	4	3	201028901994	12.53	1	5	80
1	4	3	201028902007	12.53	1	5	80
0	4	3	201028902015	12.53	1	5	80
1	4	3	201028902514	19.688	1	2	80
2	4	3	201028902514	19.688	1	2	80
2	4	3	201028902872	19.688	1	4	80
3	4	3	201028902872	19.688	1	4	80
0	4	3	201028902916	13.63	1	8	80
9	4	4	201028903204	300.732	1	5	80
10	4	4	201028903204	300.732	1	5	80
9	4	3	201028903221	12.53	1	5	80
18	4	3	201028903221	12.53	1	5	80
0	4	3	201028903560	19.688	1	4	80
2	4	3	201028903579	12.53	1	5	80
3	4	3	201028903579	12.53	1	5	80
6	4	3	201028903579	12.53	1	5	80
9	4	3	201028903579	12.53	1	5	80
13	4	3	201028903579	12.53	1	5	80
14	4	3	201028903579	12.53	1	5	80
19	4	3	201028903579	12.53	1	5	80
0	4	3	201028903598	19.688	1	1	80
0	4	3	201028903598	19.688	2	1	80
99	4	3	201028903659	12.53	1	5	80
0	4	3	201028903663	12.53	1	5	80
0	4	4	201028903707	305.413	1	11	80
0	4	3	201028903711	27.765	1	11	80
9	4	3	201028903953	19.688	1	4	80
2	4	3	201028903983	19.688	1	3	80
3	4	3	201028903983	19.688	1	3	80
0	4	3	201028904115	19.688	1	2	80
2	4	3	201028904422	12.53	1	5	80
3	4	3	201028904422	12.53	1	5	80
9	4	3	201028904422	12.53	1	5	80
0	4	3	201028904480	19.688	1	1	80
2	4	3	201028904547	82.032	1	17	80
9	4	3	201028904650	19.688	1	3	80
21	4	3	201028904650	19.688	1	3	80
99	4	3	201028904673	19.688	1	4	80
9	4	3	201028904701	12.53	1	5	80
14	4	3	201028904701	12.53	1	5	80
21	4	3	201028904703	12.53	1	5	80
0	4	3	201028904709	12.53	1	5	80
9	4	3	201028904710	12.53	1	5	80
0	4	3	201028904793	19.688	1	2	80
2	4	3	201028904920	12.53	1	5	80
0	4	3	201028905202	27.765	1	11	80
1	4	3	201028905204	27.765	1	11	80
2	4	3	201028905204	27.765	1	11	80
3	4	3	201028905227	19.688	1	2	80
0	4	3	201028905592	12.53	1	5	80
9	4	3	201028905593	12.53	1	5	80
9	4	3	201028905593	12.53	2	5	80
0	4	3	201028905607	27.765	1	11	80
2	4	3	201028905687	19.688	1	2	80
2	4	3	201028905718	19.688	1	2	80
10	4	3	201028905718	19.688	1	2	80
1	4	3	201028905803	19.688	1	1	80
2	4	3	201028905881	19.688	1	4	80
10	4	3	201028905881	19.688	1	4	80
17	4	3	201028905893	12.53	1	5	80
0	4	3	201028906072	19.688	1	3	80
2	4	3	201028906135	12.53	1	5	80
0	4	3	201028906308	19.688	1	2	80
0	4	3	201028906308	19.688	2	2	80
1	4	3	201028906332	19.688	1	2	80
2	4	3	201028906332	19.688	1	2	80
1	4	3	201028906374	19.688	1	3	80
2	4	3	201028906374	19.688	1	3	80
1	4	3	201028906575	13.63	1	8	80
2	4	3	201028906575	13.63	1	8	80
10	4	3	201028906892	19.688	1	2	80
1	4	3	201028907009	19.688	1	1	80
0	4	3	201028907041	12.53	1	5	80
9	4	3	201028907051	12.53	1	5	80
4	4	3	201028907065	27.765	1	11	80
19	4	3	201028907065	27.765	1	11	80
2	4	3	201028907074	27.765	1	11	80
17	4	3	201028907074	27.765	1	11	80
0	4	4	201028907095	328.13	1	17	80
6	4	3	201028907392	13.63	1	8	80
19	4	3	201028907745	19.688	1	1	80
0	2	3	201029000691	16.793	1	1	92
0	2	4	201029001678	296.017	1	5	92
6	2	3	201029002045	16.793	1	3	92
0	2	3	201029002295	19.124	1	16	92
1	2	3	201029002349	16.793	1	1	92
2	2	3	201029002349	16.793	1	1	92
0	2	1	201029002808	6.435	1	5	92
12	2	3	201029003205	16.793	1	1	92
0	2	3	201029003557	18.564	1	7	92
0	2	3	201029003720	16.793	1	1	92
21	2	3	201029004042	16.793	1	1	92
2	2	3	201029004971	16.793	1	1	92
6	2	3	201029004971	16.793	1	1	92
14	2	3	201029004971	16.793	1	1	92
2	2	3	201029004971	16.793	2	1	92
6	2	3	201029004971	16.793	2	1	92
14	2	3	201029004971	16.793	2	1	92
1	2	3	201029004991	16.793	1	1	92
2	2	3	201029004991	16.793	1	1	92
19	2	3	201029004991	16.793	1	1	92
2	2	3	201029005050	19.124	1	16	92
12	2	3	201029005050	19.124	1	16	92
0	2	3	201029005068	19.124	1	16	92
0	2	3	201029005274	16.793	1	2	92
2	2	3	201029005502	20.602	1	11	92
1	2	3	201029006053	16.793	1	3	92
2	2	3	201029006053	16.793	1	3	92
3	2	3	201029006053	16.793	1	3	92
8	2	3	201029006348	19.124	1	16	92
1	2	3	201029006766	16.793	1	1	92
2	2	3	201029006766	16.793	1	1	92
6	2	3	201029006766	16.793	1	1	92
2	2	3	201029007463	16.057	1	15	92
10	2	3	201029007463	16.057	1	15	92
2	2	3	201029007798	16.793	1	3	92
12	2	3	201029007798	16.793	1	3	92
0	2	1	201029007953	6.435	1	5	92
1	2	3	201029008040	18.472	1	23	92
2	2	3	201029008040	18.472	1	23	92
3	2	3	201029008040	18.472	1	23	92
1	2	3	201029008248	16.793	1	1	92
2	2	3	201029008248	16.793	1	1	92
0	2	3	201029008482	16.793	1	1	92
21	2	3	201029008780	46.496	1	41	92
0	2	3	201029009181	16.793	1	1	92
2	2	3	201029009614	20.602	1	11	92
3	2	3	201029009614	20.602	1	11	92
0	2	3	201029010217	16.793	1	1	92
0	2	3	201029010379	16.793	1	4	92
0	2	3	201029010523	19.305	1	5	92
1	2	3	201029010654	16.793	1	1	92
6	2	3	201029010654	16.793	1	1	92
0	2	3	201029010864	16.793	1	2	92
1	2	3	201029010901	16.793	1	3	92
2	2	3	201029010901	16.793	1	3	92
12	2	3	201029010901	16.793	1	3	92
1	2	3	201029010901	16.793	2	3	92
2	2	3	201029010901	16.793	2	3	92
12	2	3	201029010901	16.793	2	3	92
0	2	3	201029011086	16.793	1	1	92
0	2	3	201029011301	19.124	1	16	92
2	2	3	201029011350	16.793	1	1	92
6	2	3	201029011350	16.793	1	1	92
4	2	3	201029011737	16.793	1	1	92
4	2	3	201029011737	16.793	2	1	92
0	2	3	201029012153	46.916	1	38	92
1	2	3	201029012158	46.916	1	38	92
2	2	3	201029012158	46.916	1	38	92
2	2	3	201029012355	16.793	1	4	92
0	2	3	201029012625	16.793	1	1	92
2	2	3	201029013008	18.472	1	23	92
19	2	3	201029013008	18.472	1	23	92
2	2	3	201029013804	20.602	1	11	92
3	2	3	201029013804	20.602	1	11	92
1	2	3	201029014014	16.793	1	1	92
2	2	3	201029014066	18.472	1	23	92
2	2	3	201029014788	16.057	1	15	92
3	2	3	201029014788	16.057	1	15	92
0	2	2	201029014850	3.358	1	1	92
0	2	2	201029014850	3.358	2	1	92
0	2	2	201029014850	3.358	3	1	92
0	2	2	201029014850	3.358	4	1	92
0	2	2	201029014850	3.358	5	1	92
0	2	2	201029014850	3.358	6	1	92
0	2	2	201029014850	3.358	7	1	92
0	2	2	201029014850	3.358	8	1	92
0	2	2	201029014850	3.358	9	1	92
0	2	2	201029014850	3.358	10	1	92
0	2	2	201029014850	3.358	11	1	92
0	2	2	201029014850	3.358	12	1	92
0	2	2	201029014850	3.358	13	1	92
0	2	2	201029014850	3.358	14	1	92
0	2	2	201029014850	3.358	15	1	92
0	2	2	201029014850	3.358	16	1	92
0	2	2	201029014850	3.358	17	1	92
0	2	2	201029014850	3.358	18	1	92
0	2	2	201029014850	3.358	19	1	92
0	2	2	201029014850	3.358	20	1	92
0	2	2	201029014850	3.358	21	1	92
0	2	2	201029014850	3.358	22	1	92
0	2	2	201029014850	3.358	23	1	92
0	2	2	201029014850	3.358	24	1	92
0	2	2	201029014850	3.358	25	1	92
0	2	2	201029014850	3.358	26	1	92
0	2	2	201029014850	3.358	27	1	92
0	2	2	201029014850	3.358	28	1	92
0	2	2	201029014850	3.358	29	1	92
0	2	2	201029014850	3.358	30	1	92
0	2	5	201029100371	94.563	1	3	93
1	2	4	201029100984	463.464	1	12	93
2	2	4	201029100984	463.464	1	12	93
0	2	3	201029101035	463.464	1	12	93
99	2	5	201029101373	94.563	1	2	93
0	4	3	201029201097	18.189	1	1	95
10	4	3	201029202503	18.189	1	1	95
10	4	3	201029202525	18.189	1	1	95
10	4	3	201029202699	18.189	1	4	95
4	4	2	201029203116	6.063	1	1	95
2	4	3	201029203510	18.189	1	1	95
3	4	3	201029203510	18.189	1	1	95
0	4	3	201029203609	18.189	1	1	95
12	4	3	201029204321	18.189	1	1	95
10	4	3	201029204853	18.189	1	1	95
1	4	3	201029204918	18.189	1	4	95
10	4	3	201029205104	18.189	1	1	95
0	4	3	201029205253	18.189	1	1	95
0	4	3	201029205575	18.189	1	1	95
2	4	3	201029205941	18.189	1	1	95
6	4	3	201029205941	18.189	1	1	95
10	4	3	201029205941	18.189	1	1	95
2	4	3	201029206090	18.189	1	2	95
3	4	3	201029206090	18.189	1	2	95
6	4	3	201029206324	18.189	1	1	95
10	4	3	201029206324	18.189	1	1	95
0	4	3	201029206599	18.189	1	4	95
0	4	3	201029207387	18.189	1	1	95
0	4	2	201029207419	6.063	1	1	95
0	4	3	201029207762	18.189	1	1	95
12	4	3	201029207968	18.189	1	1	95
0	4	3	201029208146	18.189	1	1	95
0	4	3	201029208434	18.189	1	1	95
99	4	3	201029208473	18.189	1	1	95
0	4	3	201029208613	18.189	1	1	95
0	4	3	201029208775	18.189	1	1	95
99	4	3	201029209646	18.189	1	2	95
2	4	2	201029209819	6.063	1	1	95
0	4	3	201029209923	18.189	1	1	95
0	4	3	201029211228	18.189	1	4	95
2	3	3	201029400628	18.408	1	2	50
2	3	3	201029401069	18.408	1	3	50
2	3	3	201029401069	18.408	2	3	50
19	3	3	201029401278	18.408	1	1	50
0	3	3	201029401806	13.677	1	7	50
6	3	3	201029402022	18.408	1	4	50
21	3	3	201029402022	18.408	1	4	50
0	3	6	201029402054	114.59	1	10	50
0	3	3	201029402420	18.408	1	2	50
1	3	3	201029402451	18.408	1	5	50
12	3	3	201029402451	18.408	1	5	50
2	3	3	201029402672	18.408	1	3	50
0	3	2	201029402729	4.602	1	2	50
1	3	3	201029402794	18.408	1	1	50
2	3	3	201029402794	18.408	1	1	50
4	3	2	201029402799	4.602	1	1	50
0	3	3	201029403150	18.408	1	5	50
1	3	3	201029403278	18.408	1	1	50
2	3	3	201029403278	18.408	1	1	50
1	3	3	201029403298	18.408	1	4	50
2	3	3	201029403298	18.408	1	4	50
2	3	3	201029403494	18.408	1	3	50
7	3	3	201029403494	18.408	1	3	50
0	3	3	201029403590	18.408	1	2	50
2	3	3	201029403789	18.408	1	1	50
1	3	3	201029403809	18.408	1	1	50
2	3	3	201029403809	18.408	1	1	50
3	3	3	201029403809	18.408	1	1	50
2	3	3	201029403836	18.408	1	3	50
3	3	3	201029403836	18.408	1	3	50
0	3	3	201029403915	18.408	1	5	50
0	3	3	201029403964	18.408	1	2	50
12	3	3	201029404481	18.408	1	4	50
0	3	3	201029404703	18.408	1	1	50
1	3	3	201029404819	13.677	1	7	50
2	3	3	201029404819	13.677	1	7	50
2	3	3	201029404843	18.408	1	2	50
3	3	3	201029404843	18.408	1	2	50
2	3	3	201029404932	18.408	1	4	50
17	3	3	201029404932	18.408	1	4	50
2	3	3	201029404932	18.408	2	4	50
17	3	3	201029404932	18.408	2	4	50
0	3	3	201029404998	18.408	1	2	50
1	3	3	201029405207	13.677	1	7	50
12	3	3	201029405207	13.677	1	7	50
0	3	3	201029405209	13.677	1	7	50
2	3	3	201029405329	18.408	1	4	50
10	3	3	201029405542	18.408	1	3	50
3	3	3	201029406158	18.408	1	1	50
1	3	4	201029406658	294.528	1	1	50
2	3	4	201029406658	294.528	1	1	50
12	3	4	201029406658	294.528	1	1	50
19	3	3	201029406869	18.408	1	5	50
0	3	3	201029406901	18.408	1	2	50
1	3	3	201029407141	18.408	1	5	50
2	3	3	201029407141	18.408	1	5	50
2	3	3	201029407441	18.408	1	1	50
3	3	3	201029407441	18.408	1	1	50
2	3	3	201029407994	18.408	1	4	50
12	3	3	201029407994	18.408	1	4	50
2	3	3	201029408154	18.408	1	5	50
3	3	3	201029408154	18.408	1	5	50
12	3	3	201029408154	18.408	1	5	50
2	3	3	201029408394	18.408	1	4	50
3	3	3	201029408394	18.408	1	4	50
9	3	3	201029408394	18.408	1	4	50
1	3	3	201029408410	38.197	1	10	50
1	3	3	201029408422	38.197	1	10	50
2	3	3	201029408422	38.197	1	10	50
1	3	3	201029408426	38.197	1	10	50
1	3	3	201029408426	38.197	2	10	50
13	3	3	201029408504	13.677	1	7	50
14	3	3	201029408504	13.677	1	7	50
0	3	1	201029409464	4.602	1	2	50
1	3	3	201029409536	13.677	1	7	50
2	3	3	201029409536	13.677	1	7	50
13	3	3	201029409599	18.408	1	2	50
2	3	3	201029409632	18.408	1	1	50
2	3	3	201029409838	18.408	1	3	50
0	3	3	201029410091	18.408	1	4	50
2	3	3	201029410153	38.197	1	10	50
12	3	3	201029410153	38.197	1	10	50
2	3	3	201029410153	38.197	2	10	50
12	3	3	201029410153	38.197	2	10	50
0	2	3	201029500536	15.502	1	15	91
1	2	3	201029500679	14.797	1	46	91
2	2	3	201029500679	14.797	1	46	91
12	2	3	201029500679	14.797	1	46	91
19	2	3	201029500679	14.797	1	46	91
1	2	3	201029501939	16.072	1	55	91
6	2	3	201029501939	16.072	1	55	91
1	2	3	201029502004	21.532	1	67	91
1	2	3	201029502288	16.918	1	3	91
0	2	3	201029502549	20.726	1	32	91
0	2	3	201029502728	19.879	1	9	91
0	2	3	201029502728	19.879	2	9	91
0	2	3	201029502728	19.879	3	9	91
2	2	3	201029503235	16.488	1	4	91
9	2	3	201029503389	23.519	1	14	91
2	2	3	201029503818	19.879	1	9	91
2	2	3	201029504216	14.797	1	46	91
0	2	3	201029504237	14.797	1	46	91
4	2	3	201029504655	20.391	1	19	91
21	2	3	201029504655	20.391	1	19	91
2	2	3	201029504798	16.072	1	55	91
2	2	3	201029504801	16.072	1	55	91
17	2	3	201029504801	16.072	1	55	91
2	2	3	201029504899	19.879	1	9	91
12	2	3	201029504899	19.879	1	9	91
2	2	3	201029504899	19.879	2	9	91
12	2	3	201029504899	19.879	2	9	91
0	2	3	201029505480	14.797	1	46	91
1	2	3	201029505503	14.797	1	46	91
12	2	3	201029505503	14.797	1	46	91
1	2	3	201029505555	16.756	1	1	91
2	2	3	201029505555	16.756	1	1	91
12	2	3	201029505555	16.756	1	1	91
1	2	3	201029505625	16.918	1	3	91
12	2	3	201029505625	16.918	1	3	91
12	2	3	201029505974	23.519	1	14	91
12	2	3	201029505974	23.519	2	14	91
98	2	3	201029506685	14.797	1	46	91
9	2	3	201029507006	16.979	1	7	91
1	2	3	201029507027	21.532	1	67	91
2	2	3	201029507027	21.532	1	67	91
12	2	3	201029507027	21.532	1	67	91
0	2	3	201029507126	21.532	1	67	91
2	2	3	201029507164	20.391	1	19	91
3	2	3	201029507164	20.391	1	19	91
0	2	3	201029507356	19.879	1	9	91
2	2	3	201029507582	14.797	1	46	91
1	2	3	201029507596	14.797	1	46	91
18	2	3	201029507596	14.797	1	46	91
0	2	3	201029507598	14.797	1	46	91
0	2	3	201029507778	16.979	1	7	91
0	2	3	201029507953	23.519	1	14	91
1	2	3	201029508136	16.072	1	55	91
1	2	3	201029508222	16.918	1	3	91
2	2	3	201029508222	16.918	1	3	91
19	2	3	201029508769	20.726	1	32	91
9	2	3	201029509004	16.979	1	7	91
2	2	3	201029509097	23.519	1	14	91
12	2	3	201029509097	23.519	1	14	91
0	2	3	201029509468	20.391	1	19	91
16	2	3	201029509560	15.502	1	15	91
21	2	2	201029509842	2.793	1	1	91
0	2	3	201029510276	30.412	1	113	91
4	2	3	201029510446	19.879	1	9	91
0	2	3	201029510640	16.918	1	3	91
2	2	3	201029510665	16.488	1	4	91
12	2	3	201029510665	16.488	1	4	91
1	2	3	201029511484	23.519	1	14	91
2	2	3	201029511484	23.519	1	14	91
12	2	3	201029511484	23.519	1	14	91
98	2	3	201029511543	16.756	1	1	91
2	2	3	201029511653	30.412	1	112	91
3	2	3	201029511653	30.412	1	112	91
2	2	3	201029511660	30.412	1	112	91
0	4	3	201029600540	15.759	1	1	94
0	4	3	201029600669	15.759	1	1	94
0	4	3	201029600723	15.759	1	2	94
0	4	3	201029600752	15.759	1	4	94
9	4	3	201029600764	15.759	1	4	94
9	4	3	201029600961	15.759	1	3	94
19	4	3	201029600961	15.759	1	3	94
0	4	3	201029601337	31.217	1	5	94
0	4	3	201029601360	15.759	1	1	94
9	4	3	201029601377	15.759	1	1	94
21	4	3	201029601377	15.759	1	1	94
9	4	3	201029601393	15.759	1	1	94
9	4	3	201029601404	15.759	1	1	94
2	4	3	201029601419	15.759	1	1	94
14	4	3	201029601419	15.759	1	1	94
17	4	3	201029601419	15.759	1	1	94
0	4	3	201029601487	15.759	1	3	94
0	4	3	201029601534	15.759	1	3	94
2	4	3	201029601581	15.759	1	3	94
3	4	3	201029601581	15.759	1	3	94
10	4	3	201029601629	15.759	1	1	94
0	4	3	201029601632	15.759	1	1	94
9	4	3	201029601650	15.759	1	1	94
10	4	3	201029601650	15.759	1	1	94
9	4	3	201029601653	15.759	1	1	94
10	4	3	201029601653	15.759	1	1	94
2	4	3	201029601795	15.759	1	4	94
3	4	3	201029601795	15.759	1	4	94
9	4	3	201029601795	15.759	1	4	94
0	4	3	201029601915	15.759	1	1	94
9	4	3	201029601950	15.759	1	1	94
0	4	3	201029601957	15.759	1	2	94
9	4	3	201029601991	15.759	1	3	94
98	4	3	201029602010	15.759	1	3	94
0	4	3	201029602030	15.759	1	3	94
2	4	3	201029602083	15.759	1	1	94
19	4	3	201029602083	15.759	1	1	94
0	4	3	201029602085	15.759	1	1	94
0	4	3	201029602111	15.759	1	1	94
0	4	3	201029602287	15.759	1	2	94
0	4	3	201029602363	15.759	1	3	94
2	4	3	201029602480	15.759	1	1	94
12	4	3	201029602480	15.759	1	1	94
0	4	3	201029602488	15.759	1	1	94
2	4	3	201029602508	15.759	1	1	94
12	4	3	201029602508	15.759	1	1	94
0	4	3	201029602518	15.759	1	1	94
0	4	3	201029602520	15.759	1	1	94
0	4	3	201029602528	15.759	1	1	94
0	4	3	201029602529	15.759	1	1	94
9	4	3	201029602560	15.759	1	1	94
0	4	3	201029602622	15.759	1	1	94
0	4	4	201029602687	299.423	1	1	94
0	4	3	201029602699	15.759	1	1	94
0	4	3	201029602740	15.759	1	4	94
0	4	3	201029602866	15.759	1	1	94
0	4	3	201029602873	15.759	1	1	94
17	4	3	201029602948	15.759	1	3	94
21	4	3	201029602948	15.759	1	3	94
0	4	3	201029602986	15.759	1	3	94
0	4	3	201029602990	15.759	1	3	94
0	4	3	201029603078	15.759	1	1	94
2	4	3	201029603084	15.759	1	1	94
9	4	3	201029603084	15.759	1	1	94
0	4	3	201029603094	15.759	1	1	94
13	4	4	201029603123	299.423	1	1	94
14	4	4	201029603123	299.423	1	1	94
19	4	4	201029603123	299.423	1	1	94
0	4	3	201029603317	15.759	1	1	94
19	4	3	201029603340	15.759	1	1	94
9	4	3	201029603346	15.759	1	1	94
2	4	3	201029603356	15.759	1	1	94
21	4	3	201029603392	15.759	1	1	94
0	4	3	201029603452	15.759	1	3	94
2	4	3	201029603463	15.759	1	3	94
3	4	3	201029603463	15.759	1	3	94
7	4	3	201029603463	15.759	1	3	94
0	4	4	201029603514	299.423	1	3	94
0	4	3	201029603579	15.759	1	3	94
0	4	3	201029603622	15.759	1	2	94
0	4	3	201029603655	15.759	1	1	94
1	4	3	201029603660	15.759	1	1	94
2	4	3	201029603660	15.759	1	1	94
21	4	3	201029603679	15.759	1	1	94
2	4	3	201029603701	15.759	1	1	94
12	4	3	201029603701	15.759	1	1	94
1	4	3	201029603781	31.217	1	5	94
2	4	3	201029603781	31.217	1	5	94
0	4	3	201029603786	31.217	1	5	94
1	4	3	201029603807	15.759	1	4	94
12	4	3	201029603807	15.759	1	4	94
3	4	3	201029603839	15.759	1	4	94
10	4	3	201029603839	15.759	1	4	94
3	4	3	201029603861	15.759	1	4	94
16	4	3	201029603861	15.759	1	4	94
21	4	3	201029603861	15.759	1	4	94
0	4	3	201029603870	15.759	1	4	94
0	4	3	201029603929	15.759	1	1	94
0	4	3	201029603945	15.759	1	1	94
2	4	3	201029604008	15.759	1	3	94
7	4	3	201029604008	15.759	1	3	94
13	4	3	201029604008	15.759	1	3	94
0	4	3	201029604009	15.759	1	3	94
2	4	4	201029604020	299.423	1	3	94
3	4	4	201029604020	299.423	1	3	94
12	4	4	201029604020	299.423	1	3	94
6	4	3	201029604050	15.759	1	3	94
12	4	3	201029604050	15.759	1	3	94
4	4	3	201029604066	15.759	1	3	94
21	4	3	201029604066	15.759	1	3	94
0	4	3	201029604138	15.759	1	2	94
0	4	3	201029604142	15.759	1	2	94
0	4	3	201029604142	15.759	2	2	94
0	4	3	201029604195	15.759	1	1	94
0	4	3	201029604204	15.759	1	1	94
10	4	3	201029604224	15.759	1	1	94
10	4	4	201029604233	299.423	1	1	94
10	4	3	201029604234	15.759	1	1	94
0	4	3	201029604250	15.759	1	1	94
0	4	3	201029604270	15.759	1	1	94
0	4	3	201029604278	15.759	1	1	94
1	4	3	201029604283	15.759	1	1	94
2	4	3	201029604283	15.759	1	1	94
2	4	3	201029604290	15.759	1	1	94
10	4	3	201029604290	15.759	1	1	94
0	4	3	201029604295	15.759	1	1	94
10	4	3	201029604306	15.759	1	1	94
0	4	3	201029604310	15.759	1	1	94
2	4	3	201029604319	15.759	1	1	94
10	4	3	201029604319	15.759	1	1	94
0	4	3	201029604462	31.217	1	5	94
0	4	3	201029604532	15.759	1	1	94
0	4	3	201029604571	15.759	1	1	94
0	4	3	201029604605	15.759	1	1	94
9	4	3	201029604639	15.759	1	3	94
1	4	3	201029604653	15.759	1	3	94
2	4	3	201029604653	15.759	1	3	94
7	4	3	201029604653	15.759	1	3	94
98	4	3	201029604676	15.759	1	3	94
2	4	3	201029604694	15.759	1	3	94
17	4	3	201029604694	15.759	1	3	94
2	4	3	201029604725	15.759	1	3	94
10	4	3	201029604725	15.759	1	3	94
2	4	3	201029604756	15.759	1	3	94
3	4	3	201029604756	15.759	1	3	94
9	4	3	201029604839	15.759	1	4	94
9	4	3	201029604976	15.759	1	1	94
12	4	3	201029604976	15.759	1	1	94
0	4	3	201029604993	15.759	1	1	94
0	4	3	201029605055	15.759	1	1	94
0	4	3	201029605075	15.759	1	1	94
0	4	3	201029605107	15.759	1	1	94
0	4	4	201029605135	299.423	1	1	94
0	4	3	201029605163	15.759	1	1	94
21	4	3	201029605235	15.759	1	3	94
2	4	3	201029605251	15.759	1	3	94
9	4	3	201029605251	15.759	1	3	94
2	4	4	201029605270	299.423	1	3	94
0	4	3	201029605356	15.759	1	1	94
10	4	3	201029605371	15.759	1	1	94
0	4	3	201029605372	15.759	1	1	94
0	4	3	201029605396	15.759	1	1	94
16	4	4	201029605438	299.423	1	2	94
0	4	3	201029605516	15.759	1	4	94
0	4	3	201029605640	15.759	1	1	94
9	4	4	201029605643	299.423	1	1	94
0	4	3	201029605648	15.759	1	1	94
0	4	3	201029605653	15.759	1	1	94
1	4	3	201029605672	15.759	1	1	94
0	4	3	201029605711	15.759	1	1	94
9	4	3	201029605810	15.759	1	3	94
0	4	3	201029605852	15.759	1	3	94
9	4	3	201029605922	15.759	1	3	94
0	4	3	201029606003	15.759	1	1	94
0	4	3	201029606058	15.759	1	1	94
7	4	3	201029606165	15.759	1	1	94
0	4	3	201029606372	15.759	1	4	94
0	4	3	201029606389	15.759	1	4	94
0	4	3	201029606650	15.759	1	1	94
4	4	3	201029606774	15.759	1	2	94
0	4	3	201029700611	18.355	1	20	96
0	4	3	201029700895	13.337	1	3	97
0	4	3	201029700925	13.337	1	4	97
0	4	3	201029701451	15.951	1	43	96
0	4	3	201029702187	13.337	1	2	97
2	4	3	201029702345	18.355	1	20	96
15	4	3	201029702387	18.355	1	20	96
9	4	3	201029702741	15.951	1	43	96
0	4	3	201029702745	15.951	1	43	96
3	4	3	201029702888	15.507	1	8	96
19	4	3	201029702888	15.507	1	8	96
1	4	3	201029702938	18.355	1	20	96
1	4	3	201029702938	18.355	2	20	96
12	4	4	201029702947	293.676	1	20	96
13	4	4	201029703504	293.176	1	18	96
19	4	4	201029703504	293.176	1	18	96
0	4	4	201029703851	293.862	1	6	96
15	4	3	201029704185	13.337	1	2	97
9	4	4	201029704223	293.418	1	2	97
0	4	3	201029704257	13.337	1	2	97
0	4	3	201029705041	13.337	1	1	97
0	4	3	201029706423	18.355	1	20	96
0	4	3	201029706466	18.355	1	20	96
1	4	3	201029706734	13.337	1	2	97
2	4	3	201029706734	13.337	1	2	97
12	4	3	201029706734	13.337	1	2	97
2	4	3	201029706751	13.337	1	2	97
3	4	3	201029706751	13.337	1	2	97
1	4	3	201029706760	20.539	1	5	97
2	4	3	201029706760	20.539	1	5	97
1	4	3	201029706789	13.337	1	3	97
2	4	3	201029706789	13.337	1	3	97
12	4	3	201029706789	13.337	1	3	97
2	4	3	201029707698	13.337	1	1	97
19	4	3	201029707698	13.337	1	1	97
1	4	3	201029707713	18.355	1	20	96
3	4	3	201029707713	18.355	1	20	96
0	4	3	201029707721	18.355	1	20	96
3	4	3	201029707933	18	1	1	96
12	4	3	201029707933	18	1	1	96
0	4	3	201029708334	20.219	1	18	96
1	4	3	201029709233	13.337	1	3	97
2	4	3	201029709233	13.337	1	3	97
12	4	3	201029709233	13.337	1	3	97
2	4	3	201029710417	19.194	1	33	96
1	4	3	201029710763	18.355	1	20	96
0	4	3	201029711125	13.337	1	2	97
0	4	3	201029711172	20.539	1	5	97
0	4	4	201029711181	293.418	1	4	97
0	4	3	201029711253	19.663	1	11	96
21	4	3	201029712166	18.355	1	20	96
16	4	3	201029712569	15.507	1	8	96
0	4	3	201029713123	13.337	1	2	97
0	4	3	201029713146	13.337	1	2	97
0	4	3	201064301926	22.188	1	1	79
1	4	3	201064301961	22.188	1	1	79
0	4	3	201064301977	22.188	1	1	79
0	4	4	201064302047	299.538	1	1	79
1	4	4	201064302073	299.538	1	1	79
2	4	4	201064302073	299.538	1	1	79
1	4	3	201064302120	22.188	1	1	79
3	4	3	201064302120	22.188	1	1	79
0	4	3	201064302136	22.188	1	1	79
0	4	3	201064302188	22.188	1	1	79
0	4	3	201064302188	22.188	2	1	79
0	4	3	201064302218	22.188	1	1	79
1	4	3	201064302244	22.188	1	1	79
12	4	3	201064302244	22.188	1	1	79
5	4	6	201064302257	133.128	1	1	79
2	4	3	201064302288	22.188	1	1	79
12	4	3	201064302288	22.188	1	1	79
0	4	3	201064302316	22.188	1	1	79
0	4	3	201064302332	22.188	1	1	79
1	4	3	201064302339	22.188	1	1	79
0	4	3	201064302378	22.188	1	1	79
9	4	3	201064302468	22.188	1	1	79
19	4	3	201064302468	22.188	1	1	79
2	4	4	201064302485	299.538	1	1	79
1	4	3	201064302576	22.188	1	1	79
2	4	3	201064302576	22.188	1	1	79
0	4	3	201064302582	22.188	1	1	79
