MACTION	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
21	4	3	200925108542	22.188	1	7	79
0	4	3	200925108813	22.188	1	7	79
0	4	4	200925108819	310.632	1	7	79
22	4	3	200925109037	22.188	1	7	79
0	4	3	200925109500	22.188	1	7	79
0	1	6	200929934355	135.548	1	1	1
7	1	4	200929935993	304.982	1	1	1
0	1	3	200929936092	33.887	1	2	1
0	1	3	200929936114	33.887	1	4	1
21	1	3	200929936136	33.887	1	8	1
8	1	4	200929936180	304.982	1	8	1
0	1	3	200929936185	33.887	1	2	1
99	1	3	200929936186	33.887	1	2	1
7	1	3	200929936281	33.887	1	4	1
0	1	3	200929936376	33.887	1	4	1
7	1	3	200929936430	33.887	1	1	1
7	1	3	200929936446	33.887	1	1	1
0	1	3	200929936541	33.887	1	2	1
0	1	2	200929936581	33.887	1	7	1
0	1	2	200929936581	33.887	2	7	1
0	1	2	200929936634	33.887	1	7	1
0	1	3	200929937038	33.887	1	4	1
1	1	3	200929937995	33.887	1	4	1
2	1	3	200929937995	33.887	1	4	1
7	1	3	200929938353	33.887	1	1	1
0	1	2	200929938966	2.138	1	3	23
99	1	3	200930021493	18.793	1	1	7
22	1	3	200930021506	34.574	1	8	7
99	1	4	200930021659	312.217	1	10	7
22	1	4	200930021691	310.091	1	3	7
22	1	3	200930021713	18.793	1	1	7
22	1	3	200930021713	18.793	2	1	7
7	1	3	200930021737	52.036	1	10	7
21	1	3	200930021783	18.793	1	3	7
0	1	3	200930021874	76.734	1	16	7
99	1	3	200930021897	18.793	1	3	7
0	1	3	200930021970	52.036	1	10	7
98	1	3	200930022002	19.319	1	5	7
98	1	4	200930022123	363.455	1	30	7
0	1	3	200930022179	18.793	1	2	7
21	1	3	200930022189	34.574	1	8	7
0	1	4	200930022225	310.091	1	2	7
0	1	3	200930022353	18.793	1	1	7
8	1	3	200930022576	18.793	1	2	7
22	1	4	200930022620	310.091	1	1	7
0	1	3	200930022779	19.319	1	5	7
1	1	3	200930022842	19.319	1	5	7
5	1	4	200930022857	310.091	1	3	7
0	1	4	200930023101	309.1	1	5	7
0	1	3	200930023155	18.793	1	3	7
98	1	3	200930023200	18.793	1	2	7
22	1	3	200930023701	18.793	1	1	7
29	1	3	200930023705	18.793	1	2	7
0	1	6	200930023751	121.152	1	30	7
0	1	3	200930023952	18.793	1	2	7
21	1	3	200930023983	76.734	1	16	7
29	1	3	200930024061	18.793	1	2	7
22	1	3	200930024173	18.793	1	2	7
0	1	4	200930259474	299.334	1	1	23
10	1	3	200930260170	21.381	1	1	23
99	1	3	200930260440	21.381	1	1	23
7	1	3	200930260752	17.865	1	6	23
0	1	1	200930260780	2.138	1	2	23
5	1	3	200930260905	21.381	1	1	23
7	1	3	200930261083	21.381	1	1	23
0	1	3	200930261208	21.381	1	1	23
0	1	3	200930261208	21.381	2	1	23
0	1	2	200930261251	2.138	1	2	23
0	1	3	200930261607	21.381	1	1	23
0	1	3	200930261880	21.416	1	9	23
0	1	5	200930262010	68.419	1	2	23
29	1	3	200930262044	17.105	1	4	23
7	1	3	200930262065	21.381	1	1	23
7	1	3	200930262221	21.381	1	1	23
7	1	3	200930262221	21.381	2	1	23
0	1	4	200930262530	299.334	1	1	23
0	1	5	200930262921	64.143	1	1	23
0	1	5	200930262921	64.143	2	1	23
7	1	3	200930262944	21.381	1	1	23
22	1	3	200930262953	21.381	1	1	23
7	1	3	200930262973	21.381	1	1	23
0	1	3	200930263043	21.381	1	1	23
0	1	3	200930263043	21.381	2	1	23
21	1	3	200930263384	21.381	1	1	23
0	1	3	200930263584	21.416	1	9	23
22	1	3	200930263802	21.381	1	1	23
10	1	3	200930263808	21.381	1	1	23
29	1	3	200930263968	21.381	1	1	23
98	1	3	200930264063	17.105	1	2	23
7	1	3	200930264220	21.381	1	1	23
22	1	3	200930264553	21.381	1	1	23
7	1	3	200930264565	21.381	1	1	23
0	1	3	200930264655	21.381	1	1	23
7	1	2	200930264778	21.381	1	1	23
7	1	3	200930264930	21.381	1	1	23
0	1	4	200930265169	299.334	1	1	23
0	1	3	200930265183	21.381	1	1	23
0	1	4	200930265212	299.334	1	1	23
0	1	3	200930358797	17.102	1	5	24
0	1	3	200930358797	17.102	2	5	24
22	1	3	200930358917	12.07	1	2	25
0	1	4	200930358962	321.278	1	14	25
0	1	4	200930358962	321.278	2	14	25
0	1	4	200930358962	321.278	3	14	25
0	1	3	200930358966	107.093	1	14	25
0	1	3	200930358991	45.172	1	7	25
0	1	4	200930359030	319.785	1	12	24
99	1	4	200930359055	313.003	1	7	24
0	1	4	200930359113	309.335	1	1	24
29	1	4	200930359134	313.825	1	3	25
21	1	3	200930359162	12.07	1	1	25
0	1	3	200930359196	12.07	1	3	25
0	1	4	200930359201	313.825	1	1	25
0	1	3	200930359244	12.07	1	2	25
0	1	3	200930359359	16.671	1	2	24
0	1	3	200930359359	16.671	2	2	24
21	1	3	200930359374	17.102	1	5	24
22	1	3	200930359374	17.102	1	5	24
22	1	3	200930359393	39.973	1	12	24
0	1	3	200930359466	17.102	1	5	24
29	1	3	200930359602	39.973	1	12	24
0	1	3	200930359606	39.973	1	12	24
0	1	3	200930359606	39.973	2	12	24
0	1	3	200930359655	28.446	1	9	24
21	1	3	200930359777	17.389	1	7	24
0	1	4	200930359792	307.837	1	5	24
0	1	3	200930359814	39.973	1	12	24
0	1	3	200930359865	17.389	1	7	24
0	1	3	200930359875	28.446	1	9	24
0	1	3	200930359889	28.446	1	9	24
0	1	3	200930359923	12.07	1	2	25
0	1	4	200930359993	313.825	1	3	25
0	1	4	200930360005	319.785	1	12	24
22	1	3	200930360017	17.389	1	7	24
10	1	3	200930360018	17.102	1	5	24
0	1	3	200930360078	12.07	1	1	25
0	1	3	200930360189	12.07	1	3	25
0	1	3	200930360231	39.973	1	12	24
0	1	3	200930360269	17.389	1	7	24
21	1	3	200930360285	17.389	1	7	24
22	1	3	200930360294	16.671	1	2	24
99	1	4	200930360323	321.278	1	14	25
99	1	3	200930360331	40.614	1	6	25
0	1	4	200930360423	324.909	1	6	25
0	1	3	200930360450	39.973	1	12	24
0	1	4	200930360482	312.907	1	9	24
0	1	4	200930360482	312.907	2	9	24
0	1	3	200930360488	28.446	1	9	24
0	1	2	200930360498	28.446	1	9	24
0	1	3	200930360503	28.446	1	9	24
0	1	4	200930360528	316.207	1	7	25
0	1	3	200930360536	12.07	1	2	25
99	1	3	200930360604	39.973	1	12	24
0	1	3	200930360606	39.973	1	12	24
0	1	4	200930360608	319.785	1	12	24
3	1	3	200930360618	107.093	1	14	25
0	1	3	200930360639	12.07	1	2	25
21	1	3	200930360773	17.389	1	7	24
22	1	3	200930360774	17.389	1	7	24
7	1	3	200930360776	17.389	1	7	24
5	1	3	200930360797	16.671	1	2	24
22	1	3	200930360809	16.671	1	2	24
0	1	3	200930360825	16.671	1	2	24
0	1	3	200930360830	45.172	1	7	25
7	1	4	200930361112	319.785	1	12	24
29	1	3	200930361172	17.389	1	7	24
22	1	3	200930361200	39.973	1	12	24
99	1	3	200930361242	28.446	1	9	24
21	1	3	200930361298	12.07	1	2	25
24	1	3	200930361332	45.172	1	7	25
99	1	3	200930361422	107.093	1	14	25
0	1	3	200930361429	107.093	1	14	25
22	1	2	200930361443	12.07	1	2	25
99	1	3	200930361461	12.07	1	3	25
0	1	4	200930361533	316.207	1	7	25
0	1	3	200930361565	12.07	1	1	25
0	1	3	200930361565	12.07	2	1	25
0	1	3	200930361565	12.07	3	1	25
21	1	3	200930361585	39.973	1	12	24
0	1	3	200930361618	16.671	1	2	24
7	1	4	200930361649	316.75	1	2	24
0	1	3	200930361727	28.446	1	9	24
21	1	4	200930361729	312.907	1	9	24
0	1	3	200930361786	17.102	1	5	24
0	1	4	200930361822	313.003	1	7	24
99	1	3	200930361853	17.389	1	7	24
99	1	3	200930361854	17.389	1	7	24
0	1	3	200930361859	17.389	1	7	24
0	1	4	200930361958	321.278	1	14	25
7	1	3	200930362006	39.973	1	12	24
0	1	3	200930362101	12.07	1	3	25
22	1	3	200930362122	16.671	1	2	24
21	1	3	200930362157	39.973	1	12	24
0	1	3	200930362191	40.614	1	6	25
0	1	3	200930362191	40.614	2	6	25
98	1	4	200930362496	316.75	1	2	24
0	1	3	200930362531	39.973	1	12	24
21	1	3	200930362556	28.446	1	9	24
0	1	3	200930362567	12.07	1	2	25
22	1	3	200930362609	17.102	1	5	24
22	1	3	200930362619	17.102	1	5	24
0	1	3	200930362650	28.446	1	9	24
21	1	3	200930362800	28.446	1	9	24
0	1	3	200930362820	40.614	1	6	25
22	1	3	200930362856	107.093	1	14	25
7	1	4	200930362996	319.785	1	12	24
0	1	3	200930363025	17.389	1	7	24
0	1	3	200930363093	12.07	1	3	25
99	1	3	200930363099	12.07	1	3	25
0	1	3	200930363128	45.172	1	7	25
29	1	2	200930363162	12.07	1	2	25
99	1	3	200930363260	28.446	1	9	24
22	1	3	200930363280	16.671	1	2	24
0	1	4	200930363326	324.909	1	6	25
0	1	3	200930363333	12.07	1	1	25
0	1	3	200930363341	12.07	1	1	25
7	1	3	200930363351	12.07	1	1	25
99	1	3	200930363368	12.07	1	3	25
0	1	2	200930363379	40.614	1	6	25
7	1	3	200930363404	12.07	1	2	25
0	1	3	200930363407	12.07	1	3	25
22	1	3	200930363410	40.614	1	6	25
29	1	4	200930363491	313.003	1	7	24
0	1	3	200930363681	45.172	1	7	25
4	1	3	200930363721	12.07	1	3	25
21	1	3	200930363735	40.614	1	6	25
21	1	3	200930363740	40.614	1	6	25
0	1	3	200930363762	12.07	1	1	25
99	1	3	200930363776	12.07	1	2	25
22	1	3	200930363780	12.07	1	2	25
7	1	3	200930363795	12.07	1	2	25
0	1	3	200930363921	28.446	1	9	24
0	1	3	200930363921	28.446	2	9	24
0	1	3	200930364020	12.07	1	3	25
21	1	4	200930364034	321.278	1	14	25
99	1	3	200930364056	16.671	1	2	24
0	1	3	200930364078	17.389	1	7	24
0	1	3	200930364121	12.07	1	1	25
1	1	2	200930364184	39.973	1	12	24
0	1	3	200930364209	28.446	1	9	24
0	1	3	200930364396	40.614	1	6	25
0	1	3	200930364447	28.446	1	9	24
22	1	4	200930364452	319.785	1	12	24
0	1	3	200930364484	45.172	1	7	25
0	1	3	200930364540	12.07	1	1	25
22	1	3	200930364566	40.614	1	6	25
0	1	4	200930364777	321.278	1	14	25
7	1	3	200930364837	16.671	1	2	24
99	1	4	200930364891	313.825	1	1	25
22	1	3	200930365005	39.973	1	12	24
0	1	3	200930365067	28.446	1	9	24
0	1	2	200930365241	12.07	1	2	25
0	1	3	200930365247	12.07	1	2	25
0	1	3	200930365253	107.093	1	14	25
0	1	3	200930365253	107.093	2	14	25
29	1	3	200930365330	107.093	1	14	25
22	1	4	200930365354	313.825	1	2	25
0	1	4	200930365445	319.785	1	12	24
27	2	3	200930440099	22.27	1	12	33
27	2	3	200930440099	22.27	2	12	33
28	2	3	200930440194	22.772	1	16	33
22	2	3	200930440397	13.597	1	15	10
0	2	3	200930441051	18.766	1	8	33
0	2	3	200930441683	20.936	1	1	32
0	2	3	200930441763	20.936	1	1	32
0	2	3	200930441776	20.936	1	1	32
0	2	3	200930441787	20.936	1	1	32
98	2	3	200930441818	20.936	1	1	32
0	2	3	200930441827	20.936	1	1	32
0	2	3	200930441832	20.936	1	1	32
0	2	3	200930442812	18.905	1	4	10
0	2	2	200930442830	2.701	1	4	10
0	2	2	200930442830	2.701	2	4	10
0	2	2	200930442830	2.701	3	4	10
0	2	3	200930442963	27.098	1	24	10
29	2	3	200930443017	18.746	1	6	33
21	2	3	200930445177	20.936	1	1	32
0	2	3	200930446108	18.466	1	1	33
22	2	3	200930446500	20.936	1	1	32
22	2	3	200930446534	20.936	1	1	32
0	2	3	200930446567	20.936	1	1	32
21	2	3	200930447370	18.905	1	1	10
0	2	3	200930447966	18.466	1	1	33
7	2	3	200930449068	27.098	1	24	10
0	2	2	200930449212	2.094	1	2	32
22	2	3	200930449334	18.842	1	2	32
21	2	3	200930449357	20.936	1	1	32
98	2	3	200930450095	18.905	1	3	10
29	2	3	200930450787	20.936	1	1	32
22	2	3	200930450790	20.936	1	1	32
22	2	3	200930450799	20.936	1	1	32
21	2	3	200930451281	20.936	1	1	32
0	2	3	200930451309	20.936	1	1	32
0	2	4	200930451352	309.312	1	1	33
7	2	3	200930451472	15.077	1	5	10
8	2	3	200930451472	15.077	1	5	10
7	2	3	200930451756	27.098	1	24	10
0	2	3	200930451770	27.098	1	24	10
0	2	3	200930451794	18.466	1	1	33
7	2	3	200930451915	18.466	1	3	33
0	2	3	200930452019	22.27	1	12	33
0	2	3	200930452529	17.006	1	17	10
22	2	3	200930452709	18.905	1	2	10
0	2	4	200930453447	310.58	1	2	10
6	2	3	200930453609	27.098	1	24	10
98	2	3	200930453609	27.098	1	24	10
22	2	3	200930453630	20.936	1	1	32
0	2	4	200930453704	314.04	1	1	32
98	2	3	200930453707	20.936	1	1	32
98	2	3	200930453707	20.936	2	1	32
0	2	4	200930453854	309.853	1	2	32
0	2	4	200930453854	309.853	2	2	32
0	2	3	200930454342	18.905	1	3	10
7	2	3	200930454430	18.466	1	1	33
0	2	3	200930454461	18.466	1	2	33
7	2	3	200930454719	18.466	1	3	33
0	2	3	200930454739	18.746	1	6	33
0	2	5	200930455559	67.846	1	5	10
0	2	5	200930455559	67.846	2	5	10
0	2	5	200930455559	67.846	3	5	10
0	2	3	200930455609	15.077	1	5	10
0	2	3	200930456035	20.936	1	1	32
0	2	3	200930456035	20.936	2	1	32
99	2	3	200930456065	20.936	1	1	32
29	2	3	200930456077	20.936	1	1	32
0	2	3	200930456499	18.905	1	3	10
7	2	3	200930456571	18.905	1	4	10
0	2	3	200930456933	18.766	1	8	33
0	2	3	200930456933	18.766	2	8	33
7	2	3	200930457405	15.077	1	5	10
0	2	3	200930457495	17.006	1	17	10
22	2	3	200930457522	17.006	1	17	10
21	2	3	200930457670	20.936	1	1	32
22	2	3	200930457678	20.936	1	1	32
21	2	3	200930457692	20.936	1	1	32
21	2	3	200930458236	18.842	1	2	32
22	2	3	200930458952	15.077	1	5	10
21	2	3	200930459585	20.936	1	1	32
0	2	3	200930459602	20.936	1	1	32
0	2	3	200930459646	20.936	1	1	32
0	2	6	200930459650	146.552	1	1	32
0	2	3	200930800002	16.488	1	4	91
0	2	1	200930800279	3.976	1	9	91
0	2	4	200930800459	311.287	1	7	91
27	2	1	200930800543	5.167	1	15	91
27	2	1	200930800543	5.167	2	15	91
21	2	3	200930800756	16.918	1	3	91
0	2	3	200930800932	20.391	1	19	91
21	2	3	200930801195	16.072	1	55	91
22	2	3	200930801195	16.072	1	55	91
0	2	3	200930801206	16.072	1	55	91
0	2	3	200930801206	16.072	2	55	91
0	2	3	200930801231	21.532	1	67	91
99	2	3	200930801376	15.502	1	15	91
10	2	3	200930801479	16.488	1	4	91
21	2	3	200930801732	15.04	1	24	91
29	2	3	200930801732	15.04	1	24	91
0	2	3	200930801980	19.879	1	9	91
0	2	3	200930802034	14.797	1	46	91
0	2	4	200930802437	307.781	1	4	91
0	2	3	200930802578	15.502	1	15	91
0	2	3	200930802769	14.797	1	46	91
7	2	3	200930802777	14.797	1	46	91
8	2	3	200930802777	14.797	1	46	91
0	2	1	200930802935	3.976	1	9	91
0	2	3	200930802969	19.879	1	9	91
27	2	3	200930803033	30.412	1	113	91
0	2	3	200930803100	30.412	1	112	91
27	2	3	200930803440	15.04	1	24	91
98	2	3	200930803440	15.04	1	24	91
8	2	3	200930803571	20.391	1	19	91
10	2	3	200930803626	23.519	1	14	91
21	2	3	200930803691	15.502	1	15	91
0	2	3	200930803873	16.488	1	4	91
0	2	3	200930804060	16.918	1	3	91
21	2	3	200930804276	16.072	1	55	91
99	2	3	200930804301	16.072	1	55	91
7	2	3	200930804538	14.797	1	46	91
0	2	3	200930804572	14.797	1	46	91
0	2	3	200930804641	20.726	1	32	91
10	2	3	200930804763	16.979	1	7	91
0	2	3	200930804874	16.918	1	3	91
29	2	3	200930805055	23.519	1	14	91
0	2	3	200930805063	23.519	1	14	91
0	2	3	200930805063	23.519	2	14	91
22	2	3	200930805106	19.879	1	9	91
5	2	3	200930805334	14.797	1	46	91
7	2	3	200930805334	14.797	1	46	91
0	2	3	200930805494	16.918	1	3	91
0	2	3	200930805494	16.918	2	3	91
0	2	3	200930805537	16.918	1	3	91
0	2	6	200930805786	139.152	1	9	91
0	2	3	200930805887	19.879	1	9	91
0	2	3	200930805899	15.502	1	15	91
98	2	3	200930805954	15.502	1	15	91
21	2	3	200930805976	20.391	1	19	91
22	2	3	200930805976	20.391	1	19	91
10	2	3	200930806210	16.488	1	4	91
22	2	3	200930806611	30.412	1	112	91
22	2	3	200930806611	30.412	2	112	91
10	2	3	200930806741	19.879	1	9	91
98	2	3	200930806741	19.879	1	9	91
0	2	3	200930806822	16.979	1	7	91
7	2	3	200930807006	16.072	1	55	91
21	2	3	200930807020	16.072	1	55	91
21	2	3	200930807020	16.072	2	55	91
7	2	3	200930807276	15.04	1	24	91
22	2	2	200930807353	5.639	1	3	91
0	2	3	200930807368	21.532	1	67	91
21	2	3	200930807399	21.532	1	67	91
22	2	3	200930807399	21.532	1	67	91
0	2	4	200930807403	301.455	1	67	91
0	2	1	200930807643	5.66	1	7	91
6	2	3	200930807906	20.726	1	32	91
10	2	3	200930807906	20.726	1	32	91
7	2	3	200930808235	16.918	1	3	91
0	2	3	200930808406	19.879	1	9	91
0	2	4	200930808410	310.111	1	9	91
29	2	3	200930808474	19.879	1	9	91
29	2	3	200930808474	19.879	2	9	91
10	2	3	200930808856	16.488	1	4	91
98	2	3	200930808856	16.488	1	4	91
10	2	3	200930809091	15.04	1	24	91
0	2	4	200930809785	312.656	1	19	91
0	2	3	200930810012	20.391	1	19	91
7	2	3	200930810048	30.412	1	113	91
10	2	3	200930810048	30.412	1	113	91
29	2	3	200930810783	30.412	1	112	91
21	2	3	200930896506	16.918	1	3	91
22	2	3	200930896506	16.918	1	3	91
29	2	3	200930897525	14.797	1	46	91
0	2	4	200930897901	307.781	1	4	91
0	2	3	200930898126	19.879	1	9	91
22	2	3	200930898750	14.797	1	46	91
0	2	3	200930899288	15.502	1	15	91
21	2	3	200930899611	16.756	1	1	91
0	2	3	200930899907	16.918	1	3	91
0	1	3	200931121295	29.317	1	1	22
0	1	4	200931121360	303.023	1	6	22
7	1	3	200931121465	29.317	1	1	22
5	1	3	200931121622	60.605	1	6	22
7	1	3	200931121622	60.605	1	6	22
98	1	3	200931121674	88.51	1	8	22
5	1	4	200931121707	313.553	1	11	22
7	1	4	200931121707	313.553	1	11	22
0	1	3	200931121773	29.317	1	1	22
0	1	3	200931121877	29.317	1	1	22
0	1	3	200931121893	60.605	1	6	22
5	1	3	200931121923	60.605	1	6	22
0	1	3	200931122061	29.317	1	1	22
0	1	5	200931122135	60.605	1	6	22
0	1	5	200931122135	60.605	2	6	22
0	1	5	200931122135	60.605	3	6	22
2	1	3	200931122156	29.317	1	1	22
10	1	3	200931122156	29.317	1	1	22
98	1	3	200931122203	53.815	1	4	22
7	1	3	200931122242	29.317	1	1	22
0	1	2	200931122376	88.51	1	8	22
0	1	4	200931122482	322.489	1	2	22
0	1	2	200931122695	29.317	1	2	22
0	1	6	200931257556	140.049	1	2	26
0	1	2	200931258390	4.244	1	2	26
0	1	2	200931258563	4.244	1	2	26
0	1	2	200931258563	4.244	2	2	26
28	1	3	200931258972	16.661	1	3	26
0	1	2	200931258979	8.331	1	3	26
22	1	3	200931258983	16.976	1	1	26
22	1	3	200931259217	33.327	1	13	26
0	1	3	200931259220	33.327	1	13	26
9	1	3	200931259552	12.508	1	9	26
0	1	3	200931259891	16.661	1	3	26
22	1	3	200931259964	15.802	1	7	26
0	1	3	200931260001	16.976	1	1	26
7	1	3	200931260127	16.661	1	3	26
7	1	3	200931260276	16.976	1	2	26
22	1	3	200931260388	12.508	1	9	26
5	1	3	200931260586	16.976	1	1	26
0	1	3	200931260930	12.508	1	9	26
0	1	4	200931260967	312.709	1	9	26
10	1	4	200931260986	309.805	1	1	26
7	1	3	200931260993	16.976	1	1	26
7	1	3	200931261123	12.508	1	9	26
3	1	3	200931261127	16.976	1	1	26
7	1	3	200931261339	16.661	1	3	26
22	1	3	200931261508	12.508	1	9	26
0	1	3	200931261526	33.327	1	13	26
0	1	3	200931261527	33.327	1	13	26
0	1	3	200931261689	16.661	1	3	26
22	1	3	200931261727	16.976	1	1	26
29	1	3	200931262169	15.802	1	7	26
0	1	6	200931262192	142.22	1	7	26
29	1	1	200931262194	15.802	1	7	26
0	1	3	200931262393	16.976	1	1	26
27	1	3	200931262766	16.661	1	3	26
22	1	3	200931263004	16.976	1	1	26
22	1	3	200931263004	16.976	2	1	26
29	1	3	200931263283	16.661	1	3	26
22	1	3	200931263425	15.802	1	7	26
0	3	2	200931408413	161.621	1	1	28
29	3	3	200931408551	161.621	1	3	28
0	3	4	200931408632	323.242	1	1	28
0	3	4	200931408661	323.242	1	1	28
0	3	1	200931408693	161.621	1	1	28
0	3	3	200931408757	161.621	1	1	28
27	3	4	200931408842	323.242	1	1	28
0	3	2	200931409059	161.621	1	1	28
0	2	1	200931500029	11.319	1	1	30
0	2	4	200931500080	305.622	1	1	30
29	2	3	200931500137	22.639	1	1	30
22	2	3	200931500354	16.996	1	2	30
21	2	3	200931500608	22.639	1	1	30
0	2	3	200931500619	22.639	1	1	30
0	2	3	200931500689	22.639	1	1	30
0	2	6	200931500790	137.468	1	1	29
0	2	6	200931500790	137.468	2	1	29
0	2	6	200931500790	137.468	3	1	29
0	2	3	200931500873	22.639	1	1	30
0	2	3	200931501081	22.639	1	1	30
0	2	3	200931501491	22.639	1	1	30
7	2	3	200931501516	22.639	1	1	30
27	2	3	200931501558	17.183	1	2	29
7	2	3	200931501710	22.639	1	1	30
8	2	3	200931501710	22.639	1	1	30
98	2	3	200931501814	16.996	1	2	30
28	2	3	200931501939	22.639	1	1	30
21	2	3	200931502083	22.639	1	1	30
0	2	3	200931502109	22.639	1	1	30
7	2	3	200931502151	22.639	1	1	30
8	2	3	200931502151	22.639	1	1	30
29	2	3	200931502247	22.639	1	1	30
7	2	3	200931502541	22.639	1	1	30
22	2	3	200931502561	22.639	1	1	30
7	2	3	200931502703	22.639	1	1	30
8	2	3	200931502703	22.639	1	1	30
0	2	4	200931502838	309.327	1	2	30
21	2	3	200931503264	22.639	1	1	30
0	2	6	200931503438	123.049	1	1	31
0	2	6	200931503438	123.049	2	1	31
0	2	6	200931503438	123.049	3	1	31
0	2	6	200931503438	123.049	4	1	31
0	2	6	200931503438	123.049	5	1	31
0	2	3	200931503476	17.183	1	1	29
5	2	3	200931503512	16.996	1	2	30
0	2	3	200931503628	22.639	1	1	30
21	2	3	200931503658	22.639	1	1	30
7	2	3	200931503701	22.639	1	1	30
10	2	3	200931503701	22.639	1	1	30
10	2	3	200931503815	22.639	1	1	30
0	2	3	200931503947	22.639	1	1	30
0	2	3	200931503992	22.639	1	1	30
0	2	3	200931504593	22.639	1	1	30
0	2	3	200931504744	22.639	1	1	30
98	2	3	200931504949	22.639	1	1	30
22	2	3	200931505002	22.639	1	1	30
21	2	3	200931505080	22.639	1	1	30
24	2	3	200931505080	22.639	1	1	30
7	2	3	200931505338	17.183	1	1	29
21	2	3	200931505680	22.639	1	1	30
22	2	3	200931505716	22.639	1	1	30
7	2	3	200931505847	22.639	1	1	30
98	2	3	200931505867	22.639	1	1	30
0	2	3	200931505875	22.639	1	1	30
5	2	3	200931505934	22.639	1	1	30
7	2	3	200931505934	22.639	1	1	30
10	2	3	200931505955	22.639	1	1	30
98	2	3	200931505955	22.639	1	1	30
21	2	3	200931506393	17.183	1	2	29
21	2	3	200931506441	22.639	1	1	30
5	2	3	200931506446	22.639	1	1	30
7	2	3	200931506446	22.639	1	1	30
5	2	3	200931506459	22.639	1	1	30
7	2	3	200931506459	22.639	1	1	30
28	2	3	200931506603	22.639	1	1	30
0	2	3	200931506642	22.639	1	1	30
7	2	3	200931506800	22.639	1	1	30
8	2	3	200931506800	22.639	1	1	30
98	2	3	200931506839	22.639	1	1	30
7	2	3	200931506845	22.639	1	1	30
8	2	3	200931506845	22.639	1	1	30
0	2	3	200931506970	22.639	1	1	30
0	2	3	200931507074	17.183	1	1	29
0	2	3	200931507240	22.639	1	1	30
21	2	3	200931507423	22.639	1	1	30
21	2	3	200931507567	17.183	1	1	29
0	2	3	200931507609	22.639	1	1	30
7	2	3	200931507692	22.639	1	1	30
8	2	3	200931507692	22.639	1	1	30
21	2	3	200931508124	22.639	1	1	30
22	2	3	200931508124	22.639	1	1	30
22	2	3	200931508408	17.183	1	2	29
24	2	3	200931508408	17.183	1	2	29
0	2	3	200931508479	22.639	1	1	30
0	2	3	200931508609	22.639	1	1	30
0	2	3	200931508651	22.639	1	1	30
21	2	3	200931508979	22.639	1	1	30
21	2	3	200931508979	22.639	2	1	30
27	2	3	200931509123	16.996	1	2	30
0	2	3	200931509170	22.639	1	1	30
0	2	3	200931509190	22.639	1	1	30
7	2	3	200931509264	22.639	1	1	30
21	2	3	200931509279	22.639	1	1	30
22	2	3	200931509279	22.639	1	1	30
28	2	3	200931509410	61.524	1	1	31
22	2	3	200931509471	17.183	1	1	29
22	2	3	200931509811	22.639	1	1	30
0	2	3	200931509865	22.639	1	1	30
0	2	3	200931509865	22.639	2	1	30
0	2	2	200931510061	61.524	1	1	31
0	2	3	200931510211	22.639	1	1	30
0	2	3	200931510307	22.639	1	1	30
7	2	3	200931510335	22.639	1	1	30
8	2	3	200931510335	22.639	1	1	30
10	2	3	200931510408	22.639	1	1	30
0	2	3	200931511006	22.639	1	1	30
0	2	3	200931511006	22.639	2	1	30
0	2	2	200931511282	11.319	1	1	30
21	2	3	200931511535	22.639	1	1	30
22	2	3	200931511535	22.639	1	1	30
28	2	3	200931599071	17.183	1	1	29
0	2	3	200931599195	22.639	1	1	30
99	2	3	200931599407	22.639	1	1	30
0	2	6	200931599695	135.832	1	1	30
22	2	3	200931599976	22.639	1	1	30
7	3	3	200931729901	45.093	1	3	44
29	3	3	200931729943	45.093	1	3	44
21	3	3	200931729978	45.093	1	2	44
98	3	3	200931730062	45.093	1	3	44
7	3	3	200931730148	45.093	1	3	44
27	3	3	200931730207	45.093	1	1	44
99	3	3	200931730433	45.093	1	5	44
0	3	3	200931730463	45.093	1	2	44
0	3	3	200931730479	45.093	1	4	44
0	3	5	200931730611	85.158	1	6	44
0	3	5	200931730611	85.158	2	6	44
0	3	3	200931730617	45.093	1	1	44
98	3	3	200931730629	45.093	1	3	44
29	3	3	200931730846	45.093	1	1	44
98	3	3	200931730954	45.093	1	1	44
27	3	3	200931731056	45.093	1	5	44
29	3	3	200931731058	45.093	1	5	44
99	3	3	200931731491	45.093	1	5	44
98	3	3	200931731628	45.093	1	3	44
0	3	6	200931731737	135.28	1	2	44
28	3	3	200931731850	45.093	1	3	44
0	3	5	200931731860	85.158	1	6	44
0	3	4	200931732017	315.654	1	3	44
0	3	4	200931841527	314.496	1	4	46
0	3	4	200931841527	314.496	2	4	46
0	3	4	200931841527	314.496	3	4	46
21	3	3	200931841575	52.01	1	7	46
2	3	3	200931841668	22.464	1	1	46
7	3	3	200931841668	22.464	1	1	46
8	3	3	200931841668	22.464	1	1	46
0	3	3	200931841892	22.464	1	1	46
10	3	3	200931842284	22.464	1	5	46
0	3	3	200931842359	22.464	1	3	46
0	3	3	200931842426	22.464	1	4	46
5	3	3	200931842806	22.464	1	3	46
98	3	3	200931842874	22.464	1	4	46
0	3	3	200931842990	52.01	1	7	46
21	3	3	200931842996	52.01	1	7	46
0	3	4	200931843416	314.496	1	3	46
0	3	4	200931843416	314.496	2	3	46
21	3	3	200931843501	22.464	1	1	46
